AppID,merchant_id,merchant_name,currency,country,report_dt,category,timestamp,currency_value,info2,info3
b6f76f65-fcd9-44a5-9fdb-cd67c8555b33,F4F2D65J,imapaz,USD,IND,12-Oct-2023,watch,2023-10-12T14:00:00,915.02,,
bcdd416f-7231-4be7-9d6e-414e1f3eb932,8OO0WLJJ,reliance,EUR,CAN,12-Oct-2023,iPhone,2023-10-12T14:00:00,8.08,,
2be2afc2-ef29-47fa-a7ab-b4f58daf9144,8OO0WLJJ,reliance,EUR,GBR,12-Oct-2023,iPhone,2023-10-12T14:00:00,815.78,,
1d267b40-e8b6-4fe8-8459-a1dae9f3c2a2,MB4KPTU2,Amazon,EUR,CAN,12-Oct-2023,,2023-10-12T14:00:00,939.35,,them
9ba697a8-9af5-442e-a348-8855f6a83b44,8OO0WLJJ,reliance,USD,CAN,12-Oct-2023,ipad,2023-10-12T14:00:00,954.81,,
684b07b0-d27b-4310-a50c-6145a952e566,MB4KPTU2,Amazon,GBP,AUS,12-Oct-2023,macbook,2023-10-12T14:00:00,626.16,soldier,spend
8924ac6a-b210-4720-b31b-5a9f945ab344,V8QOXTK6,Doordash,USD,USA,12-Oct-2023,macbook,2023-10-12T14:00:00,922.98,,guess
8b12ac5f-e2e4-4e68-a170-7f279b20d4b1,V8QOXTK6,Doordash,GBP,IND,12-Oct-2023,ipad,2023-10-12T14:00:00,398.79,your,last
eb767bb4-21a3-4c01-b3d6-99240901e995,8OO0WLJJ,reliance,JPY,CAN,12-Oct-2023,,2023-10-12T14:00:00,424.69,turn,
10aec76b-8f42-428f-9591-beb9820afe2b,MB4KPTU2,Amazon,GBP,CAN,12-Oct-2023,,2023-10-12T14:00:00,608.93,material,
97b088c8-66f9-46cf-8ef2-5089a1d6f4a0,F4F2D65J,imapaz,JPY,USA,12-Oct-2023,,2023-10-12T14:00:00,543.28,moment,
033c3edd-141b-4c82-9228-e30ddc83479a,V8QOXTK6,Doordash,INR,GBR,12-Oct-2023,,2023-10-12T14:00:00,848.17,,senior
20526cb0-d39f-4560-964f-ecf8a13ac7de,MB4KPTU2,Amazon,GBP,CAN,12-Oct-2023,,2023-10-12T14:00:00,741.58,threat,force
b354fdd3-224b-420c-a2ef-f1408ad8fed6,8OO0WLJJ,reliance,USD,CAN,12-Oct-2023,,2023-10-12T14:00:00,347.97,end,person
8118250e-8bff-4dfc-8dac-999c46050409,F4F2D65J,imapaz,USD,IND,12-Oct-2023,ipad,2023-10-12T14:00:00,100.84,fish,
02aac8f3-0f3f-4fcc-af80-e0fdf02105bb,V8QOXTK6,Doordash,GBP,AUS,12-Oct-2023,watch,2023-10-12T14:00:00,921.99,politics,
f35eb19b-ef4c-4fd1-b2d8-73f56761c54a,8OO0WLJJ,reliance,USD,USA,12-Oct-2023,macbook,2023-10-12T14:00:00,717.21,,
892534e6-e414-4f7f-ad90-4f972fd2522e,F4F2D65J,imapaz,GBP,CAN,12-Oct-2023,,2023-10-12T14:00:00,759.53,,
4678f813-21a1-45f0-86ae-4cbfde563821,8OO0WLJJ,reliance,EUR,IND,12-Oct-2023,ipad,2023-10-12T14:00:00,435.36,administration,
10a64ad8-7d96-4d7d-92bc-1f8f1711cb7b,8OO0WLJJ,reliance,INR,IND,12-Oct-2023,ipad,2023-10-12T14:00:00,604.7,medical,
