AppID,merchant_id,merchant_name,currency,country,report_dt,category,timestamp,currency_value,info2,info3
2f7c5685-e696-430a-9557-552c846cbcdd,MB4KPTU2,Amazon,JPY,CAN,12-Oct-2023,,2023-10-12T16:00:00,138.01,,
0be1252c-f268-4347-9d56-a3e7d81d91e4,B7GIZPF6,uber,INR,IND,12-Oct-2023,,2023-10-12T16:00:00,105.54,strategy,
f4e04b27-a2ac-4f79-b731-61bc51202838,MB4KPTU2,Amazon,USD,AUS,12-Oct-2023,,2023-10-12T16:00:00,114.62,,eye
9ba697a8-9af5-442e-a348-8855f6a83b44,MB4KPTU2,Amazon,GBP,GBR,12-Oct-2023,watch,2023-10-12T16:00:00,706.7,tell,thus
761507f7-875a-4a46-a02a-a888e0403d8c,8OO0WLJJ,reliance,JPY,USA,12-Oct-2023,,2023-10-12T16:00:00,239.31,north,fund
4e84aa0d-b1f0-43a3-b8c1-9216e6517f32,MB4KPTU2,Amazon,USD,USA,12-Oct-2023,,2023-10-12T16:00:00,428.78,next,
4af77cf8-f3cc-4c83-9b29-ac14d03cfc1b,B7GIZPF6,uber,EUR,AUS,12-Oct-2023,,2023-10-12T16:00:00,117.11,,
8ebfd5f6-c45b-449b-85a6-81a4ecb0868a,MB4KPTU2,Amazon,EUR,AUS,12-Oct-2023,,2023-10-12T16:00:00,373.08,,
f338bea5-d7cf-46bc-bb72-a99183c9c083,MB4KPTU2,Amazon,GBP,AUS,12-Oct-2023,watch,2023-10-12T16:00:00,230.61,,
bfe9b73e-aed6-4f20-b69e-97b697cdef1a,MB4KPTU2,Amazon,JPY,AUS,12-Oct-2023,macbook,2023-10-12T16:00:00,136.12,,certainly
0a844c37-c292-472d-ba8d-a1bbea6c9334,MB4KPTU2,Amazon,USD,CAN,12-Oct-2023,,2023-10-12T16:00:00,69.22,nature,
3febc917-4ee2-42aa-ad24-af652d1f1bbc,MB4KPTU2,Amazon,USD,GBR,12-Oct-2023,,2023-10-12T16:00:00,309.36,feeling,
4a518c71-974b-4daa-b628-015a2da75b31,MB4KPTU2,Amazon,JPY,IND,12-Oct-2023,,2023-10-12T16:00:00,262.47,others,
881cf1bc-1d56-452d-9e93-73df207e7a88,V8QOXTK6,Doordash,GBP,CAN,12-Oct-2023,,2023-10-12T16:00:00,69.93,check,mention
045a047e-6abb-47d0-bf19-aadc7c0f3c4d,8OO0WLJJ,reliance,USD,CAN,12-Oct-2023,macbook,2023-10-12T16:00:00,414.54,skin,
bfd9dcfb-e6c7-4fca-801e-e9360c329120,F4F2D65J,imapaz,EUR,CAN,12-Oct-2023,macbook,2023-10-12T16:00:00,907.92,,
9c0cbad3-0b8d-482f-ac22-698ce8a70546,8OO0WLJJ,reliance,GBP,IND,12-Oct-2023,watch,2023-10-12T16:00:00,881.62,,Mr
35dd0567-702f-4360-acb0-cb70245a4122,V8QOXTK6,Doordash,JPY,CAN,12-Oct-2023,,2023-10-12T16:00:00,764.32,,off
5b847bdf-e344-40cd-b21b-2abee112e39d,F4F2D65J,imapaz,INR,USA,12-Oct-2023,,2023-10-12T16:00:00,631.65,movement,
7581d090-e2e8-43c6-87eb-1a04033353b6,B7GIZPF6,uber,USD,CAN,12-Oct-2023,macbook,2023-10-12T16:00:00,266.16,somebody,
