AppID,merchant_id,merchant_name,currency,country,report_dt,category,timestamp,currency_value,info2,info3
b2dd0a16-4e0b-4d8e-b4a4-66fcfc41b521,B7GIZPF6,uber,INR,CAN,12-Oct-2023,,2023-10-12T07:00:00,263.57,question,friend
59d1801e-a4a1-451e-b362-642de983c5a0,MB4KPTU2,Amazon,GBP,AUS,12-Oct-2023,watch,2023-10-12T07:00:00,772.26,last,attorney
6c36ea17-3401-49de-b217-5d0b47ae748a,V8QOXTK6,Doordash,GBP,GBR,12-Oct-2023,watch,2023-10-12T07:00:00,519.99,,
23406436-442f-4ad9-a299-9fc823d2a0dd,B7GIZPF6,uber,INR,USA,12-Oct-2023,watch,2023-10-12T07:00:00,426.92,,
4b522c9e-ec7e-43f9-96b7-3e58550ae25a,V8QOXTK6,Doordash,JPY,AUS,12-Oct-2023,macbook,2023-10-12T07:00:00,345.41,,
8387d679-3549-48d1-b7d8-9b4c2ffd0059,V8QOXTK6,Doordash,GBP,GBR,12-Oct-2023,macbook,2023-10-12T07:00:00,654.44,,
daa181fd-3d61-4c83-915f-2746b654a42e,V8QOXTK6,Doordash,GBP,USA,12-Oct-2023,macbook,2023-10-12T07:00:00,505.25,,
844e2030-d9cf-4dd4-a26a-2ab21eaa4c58,8OO0WLJJ,reliance,GBP,CAN,12-Oct-2023,iPhone,2023-10-12T07:00:00,8.58,success,
5635d191-b62f-4153-b931-d8fef2abe0a0,8OO0WLJJ,reliance,USD,AUS,12-Oct-2023,watch,2023-10-12T07:00:00,308.66,,
f675bb56-256d-4be4-be23-3ad4b9b28387,8OO0WLJJ,reliance,GBP,GBR,12-Oct-2023,,2023-10-12T07:00:00,843.09,animal,
8b12ac5f-e2e4-4e68-a170-7f279b20d4b1,V8QOXTK6,Doordash,JPY,AUS,12-Oct-2023,,2023-10-12T07:00:00,238.73,interview,
c021243f-5f7b-4261-9010-e39bfca3bdb4,MB4KPTU2,Amazon,GBP,USA,12-Oct-2023,,2023-10-12T07:00:00,248.96,,
d0f8f276-cb72-49cc-a8ee-b8266071340b,MB4KPTU2,Amazon,EUR,CAN,12-Oct-2023,ipad,2023-10-12T07:00:00,475.15,,
44edfce7-2ab9-485f-a985-594e3ce731a4,8OO0WLJJ,reliance,USD,USA,12-Oct-2023,watch,2023-10-12T07:00:00,191.18,artist,
fb3b1c1c-6989-45be-ac8a-e4ef6e14a104,F4F2D65J,imapaz,GBP,CAN,12-Oct-2023,watch,2023-10-12T07:00:00,151.93,lose,
e6c462ee-055f-4cef-a10e-4fd691d99957,MB4KPTU2,Amazon,INR,IND,12-Oct-2023,macbook,2023-10-12T07:00:00,902.0,,end
8924ac6a-b210-4720-b31b-5a9f945ab344,F4F2D65J,imapaz,JPY,GBR,12-Oct-2023,watch,2023-10-12T07:00:00,565.92,,many
1d9a8e4d-4ca1-491a-b3a9-beedc5723634,V8QOXTK6,Doordash,USD,IND,12-Oct-2023,watch,2023-10-12T07:00:00,783.37,position,
b6f76f65-fcd9-44a5-9fdb-cd67c8555b33,B7GIZPF6,uber,USD,CAN,12-Oct-2023,watch,2023-10-12T07:00:00,402.6,morning,own
a465a188-1f9c-4f56-9c15-a2dda63c4ea0,8OO0WLJJ,reliance,GBP,USA,12-Oct-2023,,2023-10-12T07:00:00,466.91,me,country
