AppID,merchant_id,merchant_name,currency,country,report_dt,category,timestamp,currency_value,info2,info3
e2441a99-2120-424b-99a3-2ca6429e4893,F4F2D65J,imapaz,EUR,USA,12-Oct-2023,watch,2023-10-12T22:00:00,718.05,everybody,
7b21a50b-8c1f-491a-96a1-c8baf5f6cba8,B7GIZPF6,uber,GBP,GBR,12-Oct-2023,ipad,2023-10-12T22:00:00,911.52,ball,security
06ae9420-2b80-4365-9b71-dbdd7d9e01f5,8OO0WLJJ,reliance,GBP,GBR,12-Oct-2023,iPhone,2023-10-12T22:00:00,775.85,,
b0a48dc5-8b06-4914-b9e6-48e6ae868b17,F4F2D65J,imapaz,GBP,AUS,12-Oct-2023,macbook,2023-10-12T22:00:00,793.81,,house
a8222ffa-4c90-4a82-b44c-4d9e87869199,8OO0WLJJ,reliance,EUR,GBR,12-Oct-2023,watch,2023-10-12T22:00:00,749.36,to,
881cf1bc-1d56-452d-9e93-73df207e7a88,8OO0WLJJ,reliance,INR,GBR,12-Oct-2023,,2023-10-12T22:00:00,30.35,less,war
164f528b-019f-4aba-93ab-b1e2f63660dc,V8QOXTK6,Doordash,INR,GBR,12-Oct-2023,macbook,2023-10-12T22:00:00,208.14,college,wall
3d524ef4-6a9e-4f77-9ae5-6305785f0e85,MB4KPTU2,Amazon,GBP,USA,12-Oct-2023,macbook,2023-10-12T22:00:00,2.28,although,
95c2b047-9956-4204-923a-88fc78794e8d,MB4KPTU2,Amazon,USD,AUS,12-Oct-2023,watch,2023-10-12T22:00:00,481.21,,vote
b426a46a-b3e2-47bd-82d9-ee07c89411dd,V8QOXTK6,Doordash,USD,CAN,12-Oct-2023,,2023-10-12T22:00:00,252.16,,
afbce22b-da67-4ba2-90fa-9a5bd1a073a6,B7GIZPF6,uber,INR,CAN,12-Oct-2023,,2023-10-12T22:00:00,216.76,,any
af663bb7-f41e-4685-81f6-6371cb58be8e,8OO0WLJJ,reliance,EUR,IND,12-Oct-2023,,2023-10-12T22:00:00,234.3,,behind
67564dc2-14fa-495b-82cb-90e6abdbb019,V8QOXTK6,Doordash,GBP,CAN,12-Oct-2023,,2023-10-12T22:00:00,895.77,so,
22b75d8b-b903-45c5-a692-0535e3e514fa,V8QOXTK6,Doordash,GBP,IND,12-Oct-2023,,2023-10-12T22:00:00,895.42,compare,
0ed4f8d6-00fb-4024-852e-2fd503a38dfd,V8QOXTK6,Doordash,EUR,AUS,12-Oct-2023,,2023-10-12T22:00:00,832.3,long,
f4e04b27-a2ac-4f79-b731-61bc51202838,F4F2D65J,imapaz,EUR,USA,12-Oct-2023,,2023-10-12T22:00:00,832.53,draw,often
34dc27c1-4b55-495c-9714-1686b9475026,V8QOXTK6,Doordash,USD,AUS,12-Oct-2023,ipad,2023-10-12T22:00:00,417.71,,
7581d090-e2e8-43c6-87eb-1a04033353b6,MB4KPTU2,Amazon,EUR,GBR,12-Oct-2023,watch,2023-10-12T22:00:00,91.41,,
22328b0a-1637-4309-93ec-02234694cb0d,V8QOXTK6,Doordash,USD,CAN,12-Oct-2023,iPhone,2023-10-12T22:00:00,316.9,,light
ce45b653-aa35-4039-8daa-102d31388fc3,F4F2D65J,imapaz,EUR,GBR,12-Oct-2023,,2023-10-12T22:00:00,14.33,,move
