AppID,merchant_id,merchant_name,currency,country,report_dt,category,timestamp,currency_value,info2,info3
10aec76b-8f42-428f-9591-beb9820afe2b,8OO0WLJJ,reliance,USD,USA,12-Oct-2023,macbook,2023-10-12T06:00:00,755.33,see,
ffcac556-93ca-462b-aeac-c8f3fbfe5608,B7GIZPF6,uber,JPY,CAN,12-Oct-2023,,2023-10-12T06:00:00,449.77,even,bring
53b0fb9d-9698-4781-b7a5-cb84c189a968,B7GIZPF6,uber,GBP,USA,12-Oct-2023,,2023-10-12T06:00:00,947.4,network,say
ad7a70f9-3bb2-49a8-81ff-57bd3e0b8460,F4F2D65J,imapaz,USD,IND,12-Oct-2023,,2023-10-12T06:00:00,153.21,upon,maybe
10a64ad8-7d96-4d7d-92bc-1f8f1711cb7b,MB4KPTU2,Amazon,USD,IND,12-Oct-2023,macbook,2023-10-12T06:00:00,685.63,stuff,air
018faf0a-4204-4cb4-821b-9f9bae5c231f,MB4KPTU2,Amazon,GBP,IND,12-Oct-2023,,2023-10-12T06:00:00,749.75,line,
795389c3-3d52-4629-81fc-54813fb50ecf,F4F2D65J,imapaz,USD,USA,12-Oct-2023,,2023-10-12T06:00:00,196.23,,picture
f7d1daee-fc3e-4027-ae8c-a6d762bd5176,8OO0WLJJ,reliance,GBP,GBR,12-Oct-2023,macbook,2023-10-12T06:00:00,195.65,major,
54701723-1ced-43ec-a835-4672cff33142,B7GIZPF6,uber,JPY,AUS,12-Oct-2023,,2023-10-12T06:00:00,453.93,store,
7f064bf6-c751-49c1-a581-27ae9c79335c,8OO0WLJJ,reliance,USD,USA,12-Oct-2023,,2023-10-12T06:00:00,727.43,simple,officer
2be2afc2-ef29-47fa-a7ab-b4f58daf9144,MB4KPTU2,Amazon,JPY,AUS,12-Oct-2023,watch,2023-10-12T06:00:00,590.06,,single
10a64ad8-7d96-4d7d-92bc-1f8f1711cb7b,MB4KPTU2,Amazon,USD,AUS,12-Oct-2023,iPhone,2023-10-12T06:00:00,542.65,up,inside
cd7b3eb7-3c1e-4f6f-83a6-56b70b75a89e,8OO0WLJJ,reliance,INR,CAN,12-Oct-2023,macbook,2023-10-12T06:00:00,744.6,your,
01af6a93-0fc3-44d8-bc85-3633d457c5a5,8OO0WLJJ,reliance,USD,CAN,12-Oct-2023,,2023-10-12T06:00:00,664.26,must,
74b957e6-e11d-4110-ada3-58d6bbb5e93f,B7GIZPF6,uber,USD,CAN,12-Oct-2023,macbook,2023-10-12T06:00:00,257.23,because,believe
e9cf4418-8530-4e8a-846f-fbbe885bbcad,B7GIZPF6,uber,EUR,IND,12-Oct-2023,watch,2023-10-12T06:00:00,1.68,its,truth
99f2ef0d-27c1-434d-86f1-2b4bbce98f43,F4F2D65J,imapaz,INR,USA,12-Oct-2023,,2023-10-12T06:00:00,409.96,,
daa181fd-3d61-4c83-915f-2746b654a42e,8OO0WLJJ,reliance,INR,CAN,12-Oct-2023,,2023-10-12T06:00:00,70.4,race,
e6c462ee-055f-4cef-a10e-4fd691d99957,F4F2D65J,imapaz,JPY,GBR,12-Oct-2023,macbook,2023-10-12T06:00:00,849.98,,off
e4d8b1d2-3b5c-4a15-ad66-7547bbffea69,F4F2D65J,imapaz,EUR,AUS,12-Oct-2023,watch,2023-10-12T06:00:00,855.73,,
