AppID,merchant_id,merchant_name,currency,country,report_dt,category,timestamp,currency_value,info2,info3
164a0111-b6a4-4861-a680-2979874b9a9c,B7GIZPF6,uber,EUR,AUS,12-Oct-2023,,2023-10-12T11:00:00,174.31,mind,
f82a41b1-46ca-4c13-a1d3-9244829675e6,8OO0WLJJ,reliance,EUR,USA,12-Oct-2023,,2023-10-12T11:00:00,324.09,,hundred
dd04735d-e0c5-4df6-9cfe-e553431c6fca,MB4KPTU2,Amazon,JPY,USA,12-Oct-2023,,2023-10-12T11:00:00,82.26,,first
0614e6bf-735a-4196-840b-8aee06717805,8OO0WLJJ,reliance,GBP,USA,12-Oct-2023,iPhone,2023-10-12T11:00:00,227.53,campaign,
4d1a4f43-c226-44ac-8f71-d48afdc0fd88,F4F2D65J,imapaz,INR,GBR,12-Oct-2023,watch,2023-10-12T11:00:00,444.37,tree,agreement
17735d59-1512-42a6-bcc2-b48cfa382003,B7GIZPF6,uber,GBP,GBR,12-Oct-2023,,2023-10-12T11:00:00,793.99,meet,
27e88c9d-d741-4fef-919d-0a830604e563,F4F2D65J,imapaz,GBP,IND,12-Oct-2023,,2023-10-12T11:00:00,511.47,,sell
cfffbb2d-f83f-4afa-b77a-58ccf8344ca7,B7GIZPF6,uber,USD,AUS,12-Oct-2023,iPhone,2023-10-12T11:00:00,273.6,accept,artist
a26c7631-395a-43a9-992f-04a123f10e00,MB4KPTU2,Amazon,EUR,USA,12-Oct-2023,,2023-10-12T11:00:00,292.75,seem,
9f0890ae-5094-4939-ac49-a72e88a89c7a,B7GIZPF6,uber,GBP,USA,12-Oct-2023,watch,2023-10-12T11:00:00,842.32,series,
c64c014f-cb30-436b-b2e8-51c5e907ea6a,MB4KPTU2,Amazon,GBP,GBR,12-Oct-2023,,2023-10-12T11:00:00,773.29,authority,along
c7556e19-7b21-4532-8061-79b4cfe0631f,MB4KPTU2,Amazon,INR,CAN,12-Oct-2023,ipad,2023-10-12T11:00:00,911.81,,
16f42f2a-5ed0-4a39-ae3f-88596c5cb211,8OO0WLJJ,reliance,INR,IND,12-Oct-2023,macbook,2023-10-12T11:00:00,464.06,,seven
0153a92d-a456-45d1-8942-a419da58e4b0,F4F2D65J,imapaz,EUR,USA,12-Oct-2023,macbook,2023-10-12T11:00:00,367.48,,
ad7a70f9-3bb2-49a8-81ff-57bd3e0b8460,B7GIZPF6,uber,GBP,CAN,12-Oct-2023,iPhone,2023-10-12T11:00:00,373.54,,myself
980f9589-d5bf-4b0a-8350-873f2362b7e5,B7GIZPF6,uber,USD,USA,12-Oct-2023,macbook,2023-10-12T11:00:00,488.59,,
4994c07d-5f24-4325-8a8d-fe2f10dd53b0,B7GIZPF6,uber,EUR,USA,12-Oct-2023,iPhone,2023-10-12T11:00:00,320.3,particularly,
c071e626-8dcf-46aa-9eff-470263965eb5,F4F2D65J,imapaz,INR,GBR,12-Oct-2023,,2023-10-12T11:00:00,687.93,,stuff
f35eb19b-ef4c-4fd1-b2d8-73f56761c54a,8OO0WLJJ,reliance,USD,USA,12-Oct-2023,,2023-10-12T11:00:00,750.51,run,according
40f3f632-3b8f-458e-a168-452db8c4a1a2,V8QOXTK6,Doordash,USD,GBR,12-Oct-2023,,2023-10-12T11:00:00,32.39,,
